   269    0.49194E+04    0.43142E+01    0.24749E-01    0.90266E+02
   270    0.48932E+04    0.44377E+01    0.24912E-01    0.91530E+02
   271    0.48667E+04    0.45633E+01    0.25074E-01    0.92771E+02
   272    0.48399E+04    0.46912E+01    0.25235E-01    0.93982E+02
   273    0.48126E+04    0.48208E+01    0.25397E-01    0.95179E+02
   274    0.47851E+04    0.49528E+01    0.25557E-01    0.96338E+02
   275    0.47572E+04    0.50867E+01    0.25718E-01    0.97482E+02
   276    0.47290E+04    0.52225E+01    0.25877E-01    0.98590E+02
   277    0.47005E+04    0.53605E+01    0.26036E-01    0.99682E+02
   278    0.46717E+04    0.55004E+01    0.26195E-01    0.10074E+03
   279    0.46426E+04    0.56422E+01    0.26353E-01    0.10176E+03
   280    0.46132E+04    0.57858E+01    0.26510E-01    0.10277E+03
   281    0.45837E+04    0.59315E+01    0.26667E-01    0.10375E+03
   282    0.45537E+04    0.60789E+01    0.26823E-01    0.10469E+03
   283    0.45236E+04    0.62281E+01    0.26978E-01    0.10561E+03
   284    0.44933E+04    0.63792E+01    0.27133E-01    0.10649E+03
   285    0.44628E+04    0.65320E+01    0.27288E-01    0.10735E+03
   286    0.44319E+04    0.66866E+01    0.27441E-01    0.10816E+03
   287    0.44009E+04    0.68428E+01    0.27594E-01    0.10896E+03
   288    0.43697E+04    0.70007E+01    0.27746E-01    0.10972E+03
   289    0.43382E+04    0.71602E+01    0.27898E-01    0.11045E+03
   290    0.43067E+04    0.73212E+01    0.28049E-01    0.11115E+03
   291    0.42749E+04    0.74843E+01    0.28199E-01    0.11180E+03
   292    0.42428E+04    0.76485E+01    0.28349E-01    0.11243E+03
   293    0.42108E+04    0.78135E+01    0.28497E-01    0.11302E+03
   294    0.41785E+04    0.79806E+01    0.28645E-01    0.11359E+03
   295    0.41463E+04    0.81484E+01    0.28793E-01    0.11411E+03
   296    0.41138E+04    0.83184E+01    0.28939E-01    0.11460E+03
   297    0.40812E+04    0.84885E+01    0.29085E-01    0.11507E+03
   298    0.40484E+04    0.86606E+01    0.29231E-01    0.11548E+03
   299    0.40156E+04    0.88342E+01    0.29375E-01    0.11587E+03
   300    0.39826E+04    0.90078E+01    0.29519E-01    0.11621E+03
   301    0.39496E+04    0.91829E+01    0.29662E-01    0.11653E+03
   302    0.39166E+04    0.93586E+01    0.29804E-01    0.11681E+03
   303    0.38835E+04    0.95358E+01    0.29945E-01    0.11705E+03
   304    0.38504E+04    0.97145E+01    0.30086E-01    0.11725E+03
